,text,sentiment
6870,free show of the thi friday night after trunk or treat at j.p riddl stadium url,neutral
7045,user_ment we wait to see what the cast member at capt eo do when they see me tomorrow in my costum,positive
14030,mark martin morn good weekend so far thi statu if have a lazi sunday or url,positive
7544,cliff avril leav detroit lion game with back injuri detroit lion defens end cliff avril left game against the minn,negative
14169,i tri to get into breakout king shit redund after like the episod lol no wonder it got cancel,negative
745,jack welch and mort zuckerman are alway on give their busi style part of what made thi mess in the leansix,negative
13963,best of luck to user_ment at illinoi state tonight domin of the half of the mvc season start tonight rolltimb,positive
8964,user_ment you need to come to the houston rodeo in march,positive
12329,user_ment gonna be at the soccer field not the gym she forc me to tell you emo_po,positive
4343,zionsvil student did well on istep see the result and quot from school superintend scott robison in paper,positive
11114,nativ america day is come up next thursday user_ment and i are go all out jointhetrib mysoulisn,positive
15855,first thing mon need to do tomorrow is get on the phone to spur and insist that danni rose is not return to white hart lane safc ftm,neutral
12097,yeah pretti sure go to selma tomorrow,positive
8409,australian littl thing will be play on the radio at on monday afternoon on the hit radio,neutral
9711,i dreamt i sat with user_ment at a star war eat user_ment lamb watch jame lipton interview ralph mcquarri,neutral
3601,rattlestick recommend imagin madoff check it out on sunday at at the jcc in manhattan more info at url,neutral
229,user_ment come with and you will see user_ment user_ment user_ment and david taylor at pivopivo tomorrow night,positive
6094,bbsr autorickshaw union call for strike tomorrow in the citi protest against fuel price hike and cap on lpg odisha,neutral
3135,pakistan to talk counterterror with afghan foreign minist reveal thursday that her countri would soon hold co,neutral
16,the earliest you can complet your fafsa is januari and our prioriti deadlin is march you must fill one out everi year,neutral
10226,incheon airport while wait to board the dongwoo sat on top of leg xd cr weibo,neutral
15393,playstat network mainten on octob servic go possibl to make way for the new ps store url,neutral
10549,monday and look forward for it will be hang out with an old shatec friend of ying manhattan and icesk d,positive
15920,walk folder ha monk user_ment quartet session thi saturday listen to the record,neutral
12067,user_ment plan a winter trip to okinawa and on my way back i want to stay a few day in saga and mayb fukuoka in earli januari,neutral
9722,user_ment i recogn bomi caus my fav emo_po if ever marri buy him a yoonja dog,positive
7543,and the new tomb raider ha been given a releas roll on march,neutral
3697,just got back home tire hope i can for world walk day tomorrow see you at putrajaya emo_po,positive
12878,it is a big day in henryvil as student displac by the march tornado final return to class at their new url,neutral
7427,australian direction up all night tour dvd will be post you guy should be get them some time on friday or so,neutral
5751,dee dee exhibit of visual work open tomorrow dee dee shepard fairey print for sale at the open friday,positive
13305,big young savag and reed dollaz will be on stage tomorrow night philli go down,positive
6071,user_ment free trial of nba leagu pass until nov check it out on url,neutral
5027,user_ment hahaha did you see how upset aj wa dure the susan g coleman segment on monday,neutral
5213,check out some live jazz music from david taylor and tom ogunribido today from in the lpc student center floor dine area,neutral
11026,user_ment user_ment arrw how cute is aj and the boy ifoundy readi to be download on sunday x,positive
6260,lazi sunday paul pierc is lamar odom realli go to the d leagu url,neutral
536,vbnss daili digit exchang lost mln a day oct and the cboe each lost about million in url,negative
15862,slept for about hour i seem to be in quit an odd mood ah user_ment in play off tonight and jack white on sunday,negative
15039,tryna get thi math lab out the way half tonight then half tomorrow,neutral
2903,stevi from stevi tv inspir my look for the parti i wait to go jet black,positive
5449,gadkari on attack say readi for ani probe bjp presid nitin gadkari on wednesday took on the congress url,neutral
3036,the love user_ment is appar come to st hall in januari swoonn,positive
9873,do not be afraid to be saint be open to the lord so that he may guid you in all your way pope john paul ii url,positive
11894,phase two kick off with man trailer on octob briefli if halloween i url danferguson.m,neutral
12711,hope rob elliot get hi chanc much as i love he wa clearli off pace on would have seen us win nufc uel,positive
15407,user_ment it seem right back is a problem at the minut shotton wa aw on tuesday,negative
11773,i spell name as songwoo who the hell is songwoo the infinit member,negative
8422,readi to defend the star a sun happi birthday sir franci m url,positive
13499,just read an articl e l jame is write a book in the shade seri,neutral
9871,user_ment user_ment one of my music video in the is of user_ment dad an aid awar video of franci m,neutral
7086,entertain footbal at white hart just the dosag i need on a raini saturday afternoon,positive
5134,all you need to know about the ref for martin atkinson url sunderland v newcastl nufc safc,neutral
20,rw user_ment us sen john mccain call monday for us to begin anoth war with airstrik on syria break news buzz,neutral
15196,onli nonchas driver in the top kyle busch in and mark martin in nascar,neutral
14259,user_ment ouch see the laker tomorrow will like be enough lol,neutral
14585,gonna write thi paper turn it and not look back at it becaus i get to go home tomorrow so idc,neutral
1367,pleas rememb that the deadlin for the quarter box top for educ and our trash for cash fundrais is url,neutral
6358,top pct of rush play sea hou wsh buf sf bear are with,neutral
9831,work done for the off the spur tomorrow,neutral
7395,weak d and a penalti set up a short td run for eastern with left in half,negative
14752,good win for nufc nine chang to team and still do well got to keep thi go now nufc,positive
9414,babi stroller sale safeti boost air protect booster car dixi with cheap coupon code url,neutral
7113,latest bedroom worri e l shade of may be supercharg the sexdriv o url,negative
11645,mtn is act like a eskom e tsere mabon mxm it realli is a monday hey,negative
