,text_clean,sentiment
3073,knew ⁦⁩ parti tyrant confirm kavanaugh make trump tyrant long control branch govern execut legisl judiciari democraci stake blockkavanaugh justdoit,neutral
3074,hey believ in someth sacrif everyth reenlist in desert storm gulfwarvet stand countri pay justdoit nativeamerican 🇺🇸,negative
3075,ye subpoena let chip fall may justdoit,neutral
3076,like dude dude duderino myopinion justdoit,negative
3077,bam no thing bad public ring true good brand move kaepernick campaign worth million via kaeperncick nike justdoit,positive
3078,nike justdoit trudeau,neutral
3079,realli hit home someon lost everyth point suicid couldn’t play highschool footbal anymor justdoit nike,negative
3080,watch drumpf follow use flag handkerchief pick nose prove one two got ✔️ justdoit voteblu bluewav democratsworkusa 💙💙,neutral
3081,mind yo damn busi peopl justdoit shutup liveyourownlif,negative
3082,border wall nation secur fall squar dept defens last heard got realli huge budget guess control spend justdoit buildthewal,neutral
3083,love admir deep respect militari servic men women sacrificeeveryth mani face person truli know mean believ in someth sacrif everyth belief thank sacrific justdoit,positive
3084,coin phrase justdoit,neutral
3085,colinkaepernik not protest militari protest countri preach patriot excercis act brutal african american but take blind eye go figur justdoit,negative
3086,justdoit nike renegad market triumph colin kaepernick,neutral
3087,got colin get kavanaugh justdoit,neutral
3088,kid not peopl tonight not want run but decid put feel last justdoit anyway felt great actual done i’m confid in myself…,negative
3089,ask dream crazi ask crazi enough well done nike happi anniversari justdoit,positive
3090,nike’ new campaign simpli amaz controversi ad fuel idea alreadi great justdoit,positive
3091,rock nike justdoit,positive
3092,nike realli need pay justdoit,negative
3093,wow nike savag justdoit,positive
3094,real one know justdoit,neutral
3095,yess justdoit,positive
3096,nike commerci inspiring💯👏🏾 nike justdoit,neutral
3097,colin kaepernick campaign ad air first nfl game tonight nike creat buzz drop social media yesterday cb news takeakne standtal resist policebrut inequ racism beproud beyou justdoit,neutral
3098,hot topic today felt may help not understand tri get across justdoit,neutral
3099,post piss peopl off✊🏾 nike justdoit,negative
3100,excit reveal latest ambassador in new ad campaign justdoit nike nikead,positive
3101,jump in never ever perfect situat jump jumpin justdoit freefal teamleaderlif dive lead life nyctrain trainerinnyc,positive
3102,tomorrow paid day go treat pair nike because… justdoit nike colinkaepernick,positive
3103,know man god rememb kneel believ in america support mayb tell america won’t support like kneel someth believ in justdoit,negative
3104,peopl facebook friend hit chat talk peopl yall fake yall friend in real life like yep justdoit,neutral
3105,wonder definit support news justdoit,positive
3106,believ in someth even mean sacrif everyth justdoit nike kaepernick colinkaepernick fakenew trump nationalanthem imageofsport kneel donaldtrump…,negative
3107,chester racist cat make feel nike liber agenda known comedi funni humor colinkaepernick comic webcom nike justdoit colinkaepernick ad,negative
3108,fact know prepar risk boycott justdoit,negative
3109,pizzag real bangovern statistlog taxationistheft ifitpleasesthecrown patriot makeamericadefiantagain mada definit statismisareligion guncontrol pedophilia merica collapsitarian btfsttg justdoit nike ad,positive
3110,damn right support em nike justdoit,negative
3111,fire holdov alreadi would say justdoit,neutral
3112,creat nikemem iwanttobeliev trustnoon justdoit nike nikead,neutral
3113,contribut give new mean justdoit,neutral
3114,no rain no flower cannot think anyth american peac stand takeakne right justdoit,negative
3115,creat nike colin kaepernick meme free templat nike colinkaepernick justdoit,positive
3116,believ justdoit,negative
3117,repost ・・ part thisisamerica teamdl nike justdoit colinkaepernick imwithkap nfl blacklivesmatt policebrut saveourchildren gunviol guns…,neutral
3118,colin kaepernick campaign ad air first nfl game tonight nike creat buzz drop social media yesterday cb news takeakne justdoit standtal resist,neutral
3119,histori icon ican usopen final saturday serenawilliamsvsnaomiosaka justdoit nottobemiss,positive
3120,anim dogsoftwitt pp bassethound jackrussellterri stopkavanaugh istandwithbook kamalaharri impeachtrumpnow takeakne justdoit layla irish best friend first time beach 🌴🐾💕🐾🌴,positive
3121,favorit justdoit ad courtesi,neutral
3122,support justdoit swoosh,positive
3123,you’r girl compton don’t becom tenni player dream greatest athlet ever justdoit nike colinkapernick,positive
3124,real american hero thank servic hope inspir white folk use privileg good justdoit,positive
3125,nike justdoit abbey food amp bar west hollywood,positive
3126,everyday hero fierc believeinsometh justdoit bringit may not fli wear cape call white supremaci takeakne injustic tutu defi racist bodi polic peopl thank 🙏🏾🙏🏾🙏🏾,negative
3127,lol nike know make money peopl destroy nike stuff nike alreadi got money intern justdoit,neutral
3128,want know fan base diminish start game minut late penalti flag everi play addit still not know rule catch justdoit,negative
3129,man jim justdoit buildthewal,neutral
3130,nike nike nike nike nike nike nike nike nike nike may work armour but alway fuck nike alway alway nike nike colinkaepernick justdoit,negative
3131,quit act like y’all don’t no justdoit thank amp,negative
3132,don’t ask dream crazi ask they’r crazi enough justdoit,negative
3133,amaz grace chuck stop think movi nike justdoit,positive
3134,cannot still seriou scotu nomine mr senat ethic time tap justdoit stopkavanaugh come got credibl nomine wait,positive
3135,believ in someth even mean save man threw futur fianc build mother kidnap justdoit,negative
3136,believ in someth even mean sacrif everyth justdoit,negative
3137,straight cold fact 🗣🗣✊🏾✊🏾 justdoit boycottsomerealshit,neutral
3138,commerci ❤️❤️❤️ nikeforev justdoit,negative
3139,tbt summer nevada boulder hike justdoit✔️ sceneri rememb drink plenti water in desert🧗‍♂️🏜 calico basin red rock conserv area,neutral
3140,kaepernick everyon sacrific someth no one sacrific everyth justdoit,negative
3141,peopl say stupid 🤣😭 justdoit,negative
3142,dear nike protest pleas send new unwant size basketbal shoe valley ter in dc prefer preorder thanks💋 dontburnthenik justdoit,positive
3143,made quick digit sketch kaepernick admir courag kaepernicknik justdoit kaepernick nikead,neutral
3144,⁦⁩ ⁦⁩ thank give us chanc believ in young man incred justdoit ⁦⁩,positive
3145,justdoit,neutral
3146,herbalif not shake compani tri skin product bootcamp famili hiit herbalif hiitworkout summer fun focu stayfit fitfam fitspo gain goal getfit justdoit fit,positive
3147,thank incred inspir messag in commerci motiv get amp enough pure gut bust vo max workout midnight stupidli busi day new go video i’m feel unmotiv justdoit nike,positive
3148,nice work justdoit,positive
3149,lol nike justdoit superman kneeltozod generalzod colinkaepernick lol,positive
3150,justdoit support anyday support racism bigotri coward,positive
3151,fit must acquit justdoit✔️ latenightsearlymorn urbanhippi stadiummuzikc thinningmediagroup tbg fulton counti georgia,neutral
3152,congratul 🏒⛸ justdoit,positive
3153,plan boycot nike conscienc busi practic would respond one numer messag receiv year in nike shoebox oversea employe nike nikeboycott justdoit colinkaepernick sweatshop,neutral
3154,real winner tonight’ game justdoit nflkickoff,positive
3155,manag scale back trump era polici that’ time get scale back horrend shit no settl gradual correct waterg instanc got depress not incentiv not justdoitdiffer justdoit,negative
3156,can’t get enough justdoit ad one day i’ll apart famili feel inspir,negative
3157,nike perfect exampl stand believ in risk believ in justdoit colinkaepernick ❤️🙌🏽,negative
3158,wore nike today alongsid friend didn’t even plan justdoit,neutral
3159,justdoit everi student live gt,neutral
3160,thread read justdoit,negative
3161,karma like imma justdoit,neutral
3162,thought hate knee imwithkap nike justdoit,negative
3163,father antithesi justdoit campaign onlym doctrin throw bu threaten,negative
3164,anim dogsoftwitt pp muttsrul stopkavanaugh resist istandwithbook kamalaharri impeachtrump takeakne justdoit marley hint pink tongu,positive
3165,sync qanon wwgwga ktsa green light raider get go go go fuck justdoit,negative
3166,sacrific get bloody🥊🥊 justdoit whynot gotblood cutmanhiresuppl stitchpremium creed box mma ufc boxingday kickbox fight fit muaythai boxinggym training…,neutral
3167,justdoit believeinsomethingevenifitmeansyouloseeveryth justdoit believeinsomethingevenifitmeansyouloseeveryth justdoit believeinsomethingevenifitmeansyouloseeveryth wearetheresist nflboycott evri understand shld takeakne wth,negative
3168,anyon make jessica andrad justdoit meme fuck reebok gear,negative
3169,justdoit proudli wear nike,neutral
3170,jacksonvil fl bishop mckissick encourag member wear church servic in support colin justdoit rolandmartinunfilt amjoy reider,positive
3171,omg thread justdoit,negative
3172,piss 😂😂 dickinabox justdoit jt putyourjunkinthebox winneroftheinternet nikemissedthisgem,negative
3173,chri collinsworth love say “rpo’s” pleas stop man justdoit,positive
3174,it’ crazi justdoit,negative
3175,win much even got job usa justdoit getthatboyhismoneydon,negative
3176,candid next add justdoit,neutral
3177,meme differ someon true valu belief experi someon commit crimin act whatev happen respect differ justdoit namast soapbox,negative
3178,believ in someth even mean sacrif everyth nike justdoit,negative
3179,stand cori booker know els think buy new pair nike shoe amp run local bookstor amp grab bob woodward’ new book justdoit kavanaugh,positive
3180,everi minut second chanc justdoit,positive
3181,nike lost busi burn everyth nike justdoit,negative
3182,brand new air zoom vapor justdoit,neutral
3183,peopl say it’ tough work company💻 don’t stay decad top game everi singl quarter everi singl year amp court🏀 itsonlycrazyuntilyoudoit justdoit,negative
3184,none y’all would care kaepernick conserv pundit never talk justdoit,negative
3185,senat time roll thamend go ahead tell other duti mayb handpick staff undermin someth vote volunt gotv justdoit,neutral
3186,“believ in someth even mean sacrif everyth imwithkap nikeboycott justdoit,negative
3187,marri na no fit justdoit,negative
3188,like peopl fact never forget time kap met militari vet suggest kneel respect way protest anthem gottadotheeduc justdoit,negative
3189,saw ad love end year old said “i want one face build they’r best thank posit inspir justdoit goodtroubl,positive
3190,plan boycot nike conscienc busi practic probabl would respond one dozen messag receiv in nike shoe box year nike nikeboycott nikead colinkaepernick kaepernick justdoit,neutral
3191,question see white person wear nike dose make n¡ amp amp lover right race justdoit nikeboycott nikead nflkickoff standforsometh sitforanyth uniti nothat,positive
